<<<<<<< HEAD
Time            	OH              	H2O             	H3O             	O2              	I1              	I1*             	I2*             	I3*             	I4*             
1.4791083882e-08	2.1586308720e+04	-1.6410399173e+04	4.2160293702e+03	-4.7538361205e+03	0.0000000000e+00	1.5598719042e+03	-1.5270047876e+01	-1.1573332405e+02	-1.4288685322e+03
1.5135612484e-08	2.1583268054e+04	-1.6407664261e+04	4.2133163948e+03	-4.7538356505e+03	0.0000000000e+00	1.5571235540e+03	-1.5241862439e+01	-1.1875111395e+02	-1.4231305777e+03
1.5488166189e-08	2.1580169138e+04	-1.6404876966e+04	4.2105515040e+03	-4.7538351569e+03	0.0000000000e+00	1.5543225315e+03	-1.5213087802e+01	-1.2182663767e+02	-1.4172828060e+03
1.5848931925e-08	2.1577011155e+04	-1.6402036551e+04	4.2077339714e+03	-4.7538346388e+03	0.0000000000e+00	1.5514680956e+03	-1.5183713224e+01	-1.2496070209e+02	-1.4113236803e+03
1.6218100974e-08	2.1573793290e+04	-1.6399142284e+04	4.2048630734e+03	-4.7538340949e+03	0.0000000000e+00	1.5485595079e+03	-1.5153727841e+01	-1.2815411117e+02	-1.4052516689e+03
1.6595869074e-08	2.1570514729e+04	-1.6396193436e+04	4.2019380898e+03	-4.7538335241e+03	0.0000000000e+00	1.5455960328e+03	-1.5123120670e+01	-1.3140766510e+02	-1.3990652471e+03
1.6982436525e-08	2.1567174667e+04	-1.6393189281e+04	4.1989583043e+03	-4.7538329251e+03	0.0000000000e+00	1.5425769391e+03	-1.5091880609e+01	-1.3472215935e+02	-1.3927628991e+03
1.7378008287e-08	2.1563772301e+04	-1.6390129098e+04	4.1959230059e+03	-4.7538322966e+03	0.0000000000e+00	1.5395015000e+03	-1.5059996442e+01	-1.3809838379e+02	-1.3863431197e+03
1.7782794100e-08	2.1560306836e+04	-1.6387012173e+04	4.1928314893e+03	-4.7538316374e+03	0.0000000000e+00	1.5363689945e+03	-1.5027456840e+01	-1.4153712167e+02	-1.3798044160e+03
1.8197008586e-08	2.1556777483e+04	-1.6383837796e+04	4.1896830561e+03	-4.7538309459e+03	0.0000000000e+00	1.5331787084e+03	-1.4994250367e+01	-1.4503914859e+02	-1.3731453094e+03
1.8620871367e-08	2.1553183464e+04	-1.6380605269e+04	4.1864770157e+03	-4.7538302208e+03	0.0000000000e+00	1.5299299348e+03	-1.4960365482e+01	-1.4860523146e+02	-1.3663643378e+03
1.9054607180e-08	2.1549524007e+04	-1.6377313899e+04	4.1832126862e+03	-4.7538294605e+03	0.0000000000e+00	1.5266219755e+03	-1.4925790541e+01	-1.5223612730e+02	-1.3594600576e+03
1.9498445998e-08	2.1545798353e+04	-1.6373963004e+04	4.1798893956e+03	-4.7538286635e+03	0.0000000000e+00	1.5232541419e+03	-1.4890513806e+01	-1.5593258216e+02	-1.3524310459e+03
1.9952623150e-08	2.1542005756e+04	-1.6370551912e+04	4.1765064828e+03	-4.7538278280e+03	0.0000000000e+00	1.5198257563e+03	-1.4854523444e+01	-1.5969532983e+02	-1.3452759030e+03
2.0417379447e-08	2.1538145481e+04	-1.6367079965e+04	4.1730632990e+03	-4.7538269524e+03	0.0000000000e+00	1.5163361526e+03	-1.4817807537e+01	-1.6352509060e+02	-1.3379932545e+03
2.0892961309e-08	2.1534216808e+04	-1.6363546517e+04	4.1695592083e+03	-4.7538260349e+03	0.0000000000e+00	1.5127846780e+03	-1.4780354083e+01	-1.6742256990e+02	-1.3305817540e+03
2.1379620895e-08	2.1530219035e+04	-1.6359950934e+04	4.1659935895e+03	-4.7538250736e+03	0.0000000000e+00	1.5091706939e+03	-1.4742151004e+01	-1.7138845699e+02	-1.3230400859e+03
2.1877616239e-08	2.1526151475e+04	-1.6356292603e+04	4.1623658373e+03	-4.7538240666e+03	0.0000000000e+00	1.5054935773e+03	-1.4703186152e+01	-1.7542342345e+02	-1.3153669676e+03
2.2387211386e-08	2.1522013461e+04	-1.6352570923e+04	4.1586753634e+03	-4.7538230118e+03	0.0000000000e+00	1.5017527221e+03	-1.4663447314e+01	-1.7952812177e+02	-1.3075611530e+03
2.2908676528e-08	2.1517804347e+04	-1.6348785314e+04	4.1549215979e+03	-4.7538219071e+03	0.0000000000e+00	1.4979475406e+03	-1.4622922219e+01	-1.8370318375e+02	-1.2996214346e+03
2.3442288153e-08	2.1513523506e+04	-1.6344935215e+04	4.1511039909e+03	-4.7538207504e+03	0.0000000000e+00	1.4940774648e+03	-1.4581598547e+01	-1.8794921895e+02	-1.2915466473e+03
2.3988329190e-08	2.1509170339e+04	-1.6341020087e+04	4.1472220140e+03	-4.7538195394e+03	0.0000000000e+00	1.4901419479e+03	-1.4539463934e+01	-1.9226681305e+02	-1.2833356709e+03
2.4547089157e-08	2.1504744268e+04	-1.6337039413e+04	4.1432751617e+03	-4.7538182716e+03	0.0000000000e+00	1.4861404658e+03	-1.4496505982e+01	-1.9665652611e+02	-1.2749874337e+03
2.5118864315e-08	2.1500244747e+04	-1.6332992701e+04	4.1392629528e+03	-4.7538169447e+03	0.0000000000e+00	1.4820725188e+03	-1.4452712264e+01	-2.0111889085e+02	-1.2665009157e+03
2.5703957828e-08	2.1495671253e+04	-1.6328879484e+04	4.1351849324e+03	-4.7538155560e+03	0.0000000000e+00	1.4779376332e+03	-1.4408070341e+01	-2.0565441079e+02	-1.2578751521e+03
2.6302679919e-08	2.1491023299e+04	-1.6324699325e+04	4.1310406734e+03	-4.7538141029e+03	0.0000000000e+00	1.4737353629e+03	-1.4362567760e+01	-2.1026355846e+02	-1.2491092367e+03
2.6915348039e-08	2.1486300428e+04	-1.6320451815e+04	4.1268297783e+03	-4.7538125826e+03	0.0000000000e+00	1.4694652912e+03	-1.4316192074e+01	-2.1494677341e+02	-1.2402023257e+03
2.7542287033e-08	2.1481502219e+04	-1.6316136575e+04	4.1225518807e+03	-4.7538109923e+03	0.0000000000e+00	1.4651270325e+03	-1.4268930847e+01	-2.1970446024e+02	-1.2311536414e+03
2.8183829313e-08	2.1476628285e+04	-1.6311753262e+04	4.1182066475e+03	-4.7538093288e+03	0.0000000000e+00	1.4607202342e+03	-1.4220771667e+01	-2.2453698660e+02	-1.2219624759e+03
2.8840315031e-08	2.1471678282e+04	-1.6307301565e+04	4.1137937804e+03	-4.7538075891e+03	0.0000000000e+00	1.4562445786e+03	-1.4171702156e+01	-2.2944468110e+02	-1.2126281954e+03
2.9512092267e-08	2.1466651902e+04	-1.6302781212e+04	4.1093130183e+03	-4.7538057700e+03	0.0000000000e+00	1.4516997849e+03	-1.4121709983e+01	-2.3442783115e+02	-1.2031502438e+03
3.0199517204e-08	2.1461548885e+04	-1.6298191969e+04	4.1047641388e+03	-4.7538038681e+03	0.0000000000e+00	1.4470856108e+03	-1.4070782880e+01	-2.3948668079e+02	-1.1935281472e+03
3.0902954325e-08	2.1456369013e+04	-1.6293533642e+04	4.1001469602e+03	-4.7538018798e+03	0.0000000000e+00	1.4424018550e+03	-1.4018908646e+01	-2.4462142847e+02	-1.1837615179e+03
3.1622776602e-08	2.1451112117e+04	-1.6288806083e+04	4.0954613441e+03	-4.7537998017e+03	0.0000000000e+00	1.4376483589e+03	-1.3966075172e+01	-2.4983222473e+02	-1.1738500590e+03
3.2359365693e-08	2.1445778078e+04	-1.6284009185e+04	4.0907071969e+03	-4.7537976298e+03	0.0000000000e+00	1.4328250089e+03	-1.3912270448e+01	-2.5511916990e+02	-1.1637935686e+03
3.3113112148e-08	2.1440366828e+04	-1.6279142891e+04	4.0858844720e+03	-4.7537953603e+03	0.0000000000e+00	1.4279317384e+03	-1.3857482579e+01	-2.6048231174e+02	-1.1535919441e+03
3.3884415614e-08	2.1434878355e+04	-1.6274207193e+04	4.0809931725e+03	-4.7537929891e+03	0.0000000000e+00	1.4229685302e+03	-1.3801699806e+01	-2.6592164300e+02	-1.1432451874e+03
3.4673685045e-08	2.1429312705e+04	-1.6269202132e+04	4.0760333525e+03	-4.7537905120e+03	0.0000000000e+00	1.4179354183e+03	-1.3744910514e+01	-2.7143709898e+02	-1.1327534088e+03
3.5481338923e-08	2.1423669980e+04	-1.6264127806e+04	4.0710051203e+03	-4.7537879247e+03	0.0000000000e+00	1.4128324905e+03	-1.3687103255e+01	-2.7702855507e+02	-1.1221168322e+03
3.6307805477e-08	2.1417950349e+04	-1.6258984368e+04	4.0659086399e+03	-4.7537852227e+03	0.0000000000e+00	1.4076598907e+03	-1.3628266765e+01	-2.8269582422e+02	-1.1113357997e+03
3.7153522910e-08	2.1412154043e+04	-1.6253772028e+04	4.0607441335e+03	-4.7537824011e+03	0.0000000000e+00	1.4024178208e+03	-1.3568389980e+01	-2.8843865439e+02	-1.1004107764e+03
3.8018939632e-08	2.1406281360e+04	-1.6248491059e+04	4.0555118840e+03	-4.7537794552e+03	0.0000000000e+00	1.3971065434e+03	-1.3507462058e+01	-2.9425672604e+02	-1.0893423553e+03
3.8904514499e-08	2.1400332668e+04	-1.6243141795e+04	4.0502122372e+03	-4.7537763800e+03	0.0000000000e+00	1.3917263840e+03	-1.3445472393e+01	-3.0014964948e+02	-1.0781312621e+03
3.9810717055e-08	2.1394308410e+04	-1.6237724636e+04	4.0448456039e+03	-4.7537731701e+03	0.0000000000e+00	1.3862777332e+03	-1.3382410645e+01	-3.0611696237e+02	-1.0667783602e+03
4.0738027780e-08	2.1388209101e+04	-1.6232240050e+04	4.0394124626e+03	-4.7537698202e+03	0.0000000000e+00	1.3807610492e+03	-1.3318266752e+01	-3.1215812705e+02	-1.0552846554e+03
4.1686938347e-08	2.1382035334e+04	-1.6226688574e+04	4.0339133614e+03	-4.7537663248e+03	0.0000000000e+00	1.3751768601e+03	-1.3253030955e+01	-3.1827252800e+02	-1.0436513012e+03
4.2657951880e-08	2.1375787785e+04	-1.6221070819e+04	4.0283489208e+03	-4.7537626779e+03	0.0000000000e+00	1.3695257663e+03	-1.3186693823e+01	-3.2445946921e+02	-1.0318796033e+03
4.3651583224e-08	2.1369467208e+04	-1.6215387468e+04	4.0227198355e+03	-4.7537588736e+03	0.0000000000e+00	1.3638084427e+03	-1.3119246274e+01	-3.3071817167e+02	-1.0199710247e+03
4.4668359215e-08	2.1363074448e+04	-1.6209639284e+04	4.0170268772e+03	-4.7537549058e+03	0.0000000000e+00	1.3580256409e+03	-1.3050679596e+01	-3.3704777077e+02	-1.0079271906e+03
4.5708818961e-08	2.1356610433e+04	-1.6203827108e+04	4.0112708964e+03	-4.7537507679e+03	0.0000000000e+00	1.3521781920e+03	-1.2980985478e+01	-3.4344731378e+02	-9.9574989275e+02
4.6773514129e-08	2.1350076185e+04	-1.6197951861e+04	4.0054528249e+03	-4.7537464534e+03	0.0000000000e+00	1.3462670082e+03	-1.2910156031e+01	-3.4991575742e+02	-9.8344109472e+02
4.7863009232e-08	2.1343472816e+04	-1.6192014549e+04	3.9995736779e+03	-4.7537419554e+03	0.0000000000e+00	1.3402930853e+03	-1.2838183812e+01	-3.5645196539e+02	-9.7100293607e+02
4.8977881937e-08	2.1336801536e+04	-1.6186016265e+04	3.9936345562e+03	-4.7537372668e+03	0.0000000000e+00	1.3342575049e+03	-1.2765061858e+01	-3.6305470598e+02	-9.5843773706e+02
5.0118723363e-08	2.1330063650e+04	-1.6179958187e+04	3.9876366480e+03	-4.7537323803e+03	0.0000000000e+00	1.3281614365e+03	-1.2690783706e+01	-3.6972264980e+02	-9.4574800294e+02
5.1286138399e-08	2.1323260565e+04	-1.6173841587e+04	3.9815812313e+03	-4.7537272883e+03	0.0000000000e+00	1.3220061392e+03	-1.2615343423e+01	-3.7645436756e+02	-9.3293642821e+02
5.2480746025e-08	2.1316393787e+04	-1.6167667824e+04	3.9754696756e+03	-4.7537219830e+03	0.0000000000e+00	1.3157929641e+03	-1.2538735638e+01	-3.8324832788e+02	-9.2000590063e+02
5.3703179637e-08	2.1309464929e+04	-1.6161438355e+04	3.9693034436e+03	-4.7537164565e+03	0.0000000000e+00	1.3095233560e+03	-1.2460955567e+01	-3.9010289529e+02	-9.0695950510e+02
5.4954087386e-08	2.1302475709e+04	-1.6155154730e+04	3.9630840932e+03	-4.7537107003e+03	0.0000000000e+00	1.3031988546e+03	-1.2381999045e+01	-3.9701632831e+02	-8.9380052728e+02
5.6234132519e-08	2.1295427953e+04	-1.6148818598e+04	3.9568132790e+03	-4.7537047059e+03	0.0000000000e+00	1.2968210972e+03	-1.2301862554e+01	-4.0398677766e+02	-8.8053245703e+02
5.7543993734e-08	2.1288323594e+04	-1.6142431703e+04	3.9504927535e+03	-4.7536984644e+03	0.0000000000e+00	1.2903918193e+03	-1.2220543258e+01	-4.1101228457e+02	-8.6715899146e+02
5.8884365536e-08	2.1281164679e+04	-1.6135995894e+04	3.9441243691e+03	-4.7536919669e+03	0.0000000000e+00	1.2839128562e+03	-1.2138039030e+01	-4.1809077932e+02	-8.5368403784e+02
6.0255958607e-08	2.1273953366e+04	-1.6129513117e+04	3.9377100785e+03	-4.7536852038e+03	0.0000000000e+00	1.2773861445e+03	-1.2054348486e+01	-4.2522007987e+02	-8.4011171610e+02
6.1659500186e-08	2.1266691927e+04	-1.6122985423e+04	3.9312519363e+03	-4.7536781655e+03	0.0000000000e+00	1.2708137228e+03	-1.1969471019e+01	-4.3239789076e+02	-8.2644636097e+02
6.3095734448e-08	2.1259382747e+04	-1.6116414965e+04	3.9247520999e+03	-4.7536708421e+03	0.0000000000e+00	1.2641977327e+03	-1.1883406827e+01	-4.3962180211e+02	-8.1269252381e+02
6.4565422903e-08	2.1252028328e+04	-1.6109804000e+04	3.9182128294e+03	-4.7536632234e+03	0.0000000000e+00	1.2575404198e+03	-1.1796156951e+01	-4.4688928890e+02	-7.9885497396e+02
6.6069344801e-08	2.1244631286e+04	-1.6103154889e+04	3.9116364890e+03	-4.7536552987e+03	0.0000000000e+00	1.2508441335e+03	-1.1707723303e+01	-4.5419771049e+02	-7.8493869974e+02
6.7608297539e-08	2.1237194355e+04	-1.6096470098e+04	3.9050255468e+03	-4.7536470573e+03	0.0000000000e+00	1.2441113279e+03	-1.1618108705e+01	-4.6154431033e+02	-7.7094890888e+02
6.9183097092e-08	2.1229720383e+04	-1.6089752198e+04	3.8983825745e+03	-4.7536384881e+03	0.0000000000e+00	1.2373445614e+03	-1.1527316920e+01	-4.6892621593e+02	-7.5689102855e+02
7.0794578438e-08	2.1222212335e+04	-1.6083003863e+04	3.8917102477e+03	-4.7536295795e+03	0.0000000000e+00	1.2305464967e+03	-1.1435352683e+01	-4.7634043920e+02	-7.4277070484e+02
7.2443596007e-08	2.1214673291e+04	-1.6076227874e+04	3.8850113453e+03	-4.7536203199e+03	0.0000000000e+00	1.2237199003e+03	-1.1342221741e+01	-4.8378387699e+02	-7.2859380158e+02
7.4131024130e-08	2.1207106445e+04	-1.6069427111e+04	3.8782887481e+03	-4.7536106972e+03	0.0000000000e+00	1.2168676416e+03	-1.1247930880e+01	-4.9125331196e+02	-7.1436639875e+02
7.5857757503e-08	2.1199515105e+04	-1.6062604559e+04	3.8715454386e+03	-4.7536006990e+03	0.0000000000e+00	1.2099926919e+03	-1.1152487964e+01	-4.9874541379e+02	-7.0009479013e+02
7.7624711663e-08	2.1191902689e+04	-1.6055763304e+04	3.8647844988e+03	-4.7535903126e+03	0.0000000000e+00	1.2030981230e+03	-1.1055901966e+01	-5.0625674075e+02	-6.8578548033e+02
7.9432823472e-08	2.1184272727e+04	-1.6048906528e+04	3.8580091091e+03	-4.7535795249e+03	0.0000000000e+00	1.1961871058e+03	-1.0958183000e+01	-5.1378374160e+02	-6.7144518120e+02
8.1283051616e-08	2.1176628855e+04	-1.6042037514e+04	3.8512225460e+03	-4.7535683226e+03	0.0000000000e+00	1.1892629076e+03	-1.0859342355e+01	-5.2132275786e+02	-6.5708080743e+02
8.3176377110e-08	2.1168974815e+04	-1.6035159637e+04	3.8444281795e+03	-4.7535566920e+03	0.0000000000e+00	1.1823288905e+03	-1.0759392529e+01	-5.2887002647e+02	-6.4269947154e+02
8.5113803820e-08	2.1161314450e+04	-1.6028276366e+04	3.8376294706e+03	-4.7535446191e+03	0.0000000000e+00	1.1753885081e+03	-1.0658347257e+01	-5.3642168291e+02	-6.2830847797e+02
8.7096358996e-08	2.1153651702e+04	-1.6021391256e+04	3.8308299681e+03	-4.7535320896e+03	0.0000000000e+00	1.1684453026e+03	-1.0556221544e+01	-5.4397376462e+02	-6.1391531646e+02
8.9125093813e-08	2.1145990607e+04	-1.6014507950e+04	3.8240333053e+03	-4.7535190886e+03	0.0000000000e+00	1.1615029013e+03	-1.0453031696e+01	-5.5152221498e+02	-5.9952765465e+02
9.1201083936e-08	2.1138335291e+04	-1.6007630172e+04	3.8172431955e+03	-4.7535056014e+03	0.0000000000e+00	1.1545650127e+03	-1.0348795347e+01	-5.5906288760e+02	-5.8515332974e+02
9.3325430080e-08	2.1130689967e+04	-1.6000761722e+04	3.8104634282e+03	-4.7534916124e+03	0.0000000000e+00	1.1476354221e+03	-1.0243531488e+01	-5.6659155115e+02	-5.7080033943e+02
9.5499258602e-08	2.1123058927e+04	-1.5993906474e+04	3.8036978643e+03	-4.7534771059e+03	0.0000000000e+00	1.1407179870e+03	-1.0137260495e+01	-5.7410389463e+02	-5.5647683191e+02
9.7723722096e-08	2.1115446538e+04	-1.5987068370e+04	3.7969504307e+03	-4.7534620660e+03	0.0000000000e+00	1.1338166322e+03	-1.0030004154e+01	-5.8159553306e+02	-5.4219109494e+02
1.0000000000e-07	2.1107857235e+04	-1.5980251411e+04	3.7902251152e+03	-4.7534464763e+03	0.0000000000e+00	1.1269353435e+03	-9.9217856825e+00	-5.8906201368e+02	-5.2795154414e+02
1.0232929923e-07	2.1100295514e+04	-1.5973459657e+04	3.7835259601e+03	-4.7534303200e+03	0.0000000000e+00	1.1200781627e+03	-9.8126297584e+00	-5.9649882261e+02	-5.1376671032e+02
1.0471285481e-07	2.1092765929e+04	-1.5966697216e+04	3.7768570557e+03	-4.7534135802e+03	0.0000000000e+00	1.1132491804e+03	-9.7025625353e+00	-6.0390139199e+02	-4.9964522591e+02
1.0715193052e-07	2.1085273077e+04	-1.5959968240e+04	3.7702225339e+03	-4.7533962393e+03	0.0000000000e+00	1.1064525298e+03	-9.5916116637e+00	-6.1126510756e+02	-4.8559581053e+02
1.0964781961e-07	2.1077821597e+04	-1.5953276915e+04	3.7636265610e+03	-4.7533782798e+03	0.0000000000e+00	1.0996923787e+03	-9.4798063084e+00	-6.1858531675e+02	-4.7162725566e+02
1.1220184543e-07	2.1070416158e+04	-1.5946627457e+04	3.7570733292e+03	-4.7533596836e+03	0.0000000000e+00	1.0929729228e+03	-9.3671771625e+00	-6.2585733721e+02	-4.5774840841e+02
1.1481536215e-07	2.1063061449e+04	-1.5940024100e+04	3.7505670495e+03	-4.7533404323e+03	0.0000000000e+00	1.0862983766e+03	-9.2537564606e+00	-6.3307646582e+02	-4.4396815437e+02
1.1748975549e-07	2.1055762174e+04	-1.5933471090e+04	3.7441119428e+03	-4.7533205072e+03	0.0000000000e+00	1.0796729659e+03	-9.1395779887e+00	-6.4023798811e+02	-4.3029539976e+02
1.2022644346e-07	2.1048523036e+04	-1.5926972676e+04	3.7377122308e+03	-4.7532998893e+03	0.0000000000e+00	1.0731009179e+03	-9.0246770917e+00	-6.4733718805e+02	-4.1673905280e+02
1.2302687708e-07	2.1041348734e+04	-1.5920533101e+04	3.7313721272e+03	-4.7532785592e+03	0.0000000000e+00	1.0665864530e+03	-8.9090906780e+00	-6.5436935848e+02	-4.0330800388e+02
1.2589254118e-07	2.1034243946e+04	-1.5914156591e+04	3.7250958281e+03	-4.7532564973e+03	0.0000000000e+00	1.0601337747e+03	-8.7928572217e+00	-6.6132981137e+02	-3.9001110613e+02
1.2882495517e-07	2.1027213321e+04	-1.5907847345e+04	3.7188875021e+03	-4.7532336837e+03	0.0000000000e+00	1.0537470597e+03	-8.6760167608e+00	-6.6821388921e+02	-3.7685715369e+02
1.3182567386e-07	2.1020261469e+04	-1.5901609529e+04	3.7127512794e+03	-4.7532100979e+03	0.0000000000e+00	1.0474304473e+03	-8.5586108917e+00	-6.7501697655e+02	-3.6385485985e+02
1.3489628826e-07	2.1013392944e+04	-1.5895447259e+04	3.7066912420e+03	-4.7531857194e+03	0.0000000000e+00	1.0411880295e+03	-8.4406827620e+00	-6.8173451141e+02	-3.5101283533e+02
1.3803842646e-07	2.1006612240e+04	-1.5889364596e+04	3.7007114137e+03	-4.7531605274e+03	0.0000000000e+00	1.0350238407e+03	-8.3222770604e+00	-6.8836199637e+02	-3.3833956725e+02
1.4125375446e-07	2.0999923772e+04	-1.5883365531e+04	3.6948157473e+03	-4.7531345006e+03	0.0000000000e+00	1.0289418451e+03	-8.2034399973e+00	-6.9489501255e+02	-3.2584339253e+02
1.4454397707e-07	2.0993331872e+04	-1.5877453982e+04	3.6890081203e+03	-4.7531076175e+03	0.0000000000e+00	1.0229459324e+03	-8.0842193040e+00	-7.0132922455e+02	-3.1353248851e+02
1.4791083882e-07	2.0986840763e+04	-1.5871633768e+04	3.6832923101e+03	-4.7530798563e+03	0.0000000000e+00	1.0170398927e+03	-7.9646641702e+00	-7.0766040812e+02	-3.0141482043e+02
1.5135612484e-07	2.0980454558e+04	-1.5865908612e+04	3.6776719949e+03	-4.7530511949e+03	0.0000000000e+00	1.0112274177e+03	-7.8448252518e+00	-7.1388444913e+02	-2.8949814328e+02
1.5488166189e-07	2.0974177245e+04	-1.5860282122e+04	3.6721507369e+03	-4.7530216111e+03	0.0000000000e+00	1.0055120835e+03	-7.7247546235e+00	-7.1999736198e+02	-2.7778996694e+02
1.5848931925e-07	2.0968012672e+04	-1.5854757781e+04	3.6667319745e+03	-4.7529910821e+03	0.0000000000e+00	9.9989734336e+02	-7.6045057522e+00	-7.2599529860e+02	-2.6629753901e+02
1.6218100974e-07	2.0961964538e+04	-1.5849338940e+04	3.6614190078e+03	-4.7529595849e+03	0.0000000000e+00	9.9438651193e+02	-7.4841334456e+00	-7.3187456484e+02	-2.5502781365e+02
1.6595869074e-07	2.0956036376e+04	-1.5844028802e+04	3.6562149898e+03	-4.7529270965e+03	0.0000000000e+00	9.8898275776e+02	-7.3636938155e+00	-7.3763162952e+02	-2.4398743443e+02
1.6982436525e-07	2.0950231548e+04	-1.5838830414e+04	3.6511229148e+03	-4.7528935933e+03	0.0000000000e+00	9.8368909094e+02	-7.2432442241e+00	-7.4326313778e+02	-2.3318270893e+02
1.7378008287e-07	2.0944553225e+04	-1.5833746653e+04	3.6461456078e+03	-4.7528590515e+03	0.0000000000e+00	9.7850835226e+02	-7.1228432282e+00	-7.4876592308e+02	-2.2261958595e+02
1.7782794100e-07	2.0939004383e+04	-1.5828780221e+04	3.6412857145e+03	-4.7528234471e+03	0.0000000000e+00	9.7344320361e+02	-7.0025505216e+00	-7.5413701787e+02	-2.1230363522e+02
1.8197008586e-07	2.0933587786e+04	-1.5823933630e+04	3.6365456909e+03	-4.7527867559e+03	0.0000000000e+00	9.6849611718e+02	-6.8824268670e+00	-7.5937366544e+02	-2.0224002487e+02
1.8620871367e-07	2.0928305981e+04	-1.5819209198e+04	3.6319277958e+03	-4.7527489532e+03	0.0000000000e+00	9.6366936790e+02	-6.7625340326e+00	-7.6447332824e+02	-1.9243350563e+02
1.9054607180e-07	2.0923161283e+04	-1.5814609035e+04	3.6274340794e+03	-4.7527100142e+03	0.0000000000e+00	9.5896502209e+02	-6.6429347092e+00	-7.6943370042e+02	-1.8288838696e+02
1.9498445998e-07	2.0918155772e+04	-1.5810135037e+04	3.6230663782e+03	-4.7526699137e+03	0.0000000000e+00	9.5438493205e+02	-6.5236924394e+00	-7.7425271371e+02	-1.7360852591e+02
1.9952623150e-07	2.0913291278e+04	-1.5805788878e+04	3.6188263036e+03	-4.7526286264e+03	0.0000000000e+00	9.4993072477e+02	-6.4048715210e+00	-7.7892854989e+02	-1.6459730336e+02
2.0417379447e-07	2.0908569375e+04	-1.5801572005e+04	3.6147152380e+03	-4.7525861266e+03	0.0000000000e+00	9.4560379770e+02	-6.2865369254e+00	-7.8345964528e+02	-1.5585761550e+02
2.0892961309e-07	2.0903991381e+04	-1.5797485631e+04	3.6107343300e+03	-4.7525423882e+03	0.0000000000e+00	9.4140531391e+02	-6.1687542067e+00	-7.8784469609e+02	-1.4739186361e+02
2.1379620895e-07	2.0899558341e+04	-1.5793530725e+04	3.6068844837e+03	-4.7524973849e+03	0.0000000000e+00	9.3733619154e+02	-6.0515893846e+00	-7.9208266994e+02	-1.3920193222e+02
2.1877616239e-07	2.0895271028e+04	-1.5789708013e+04	3.6031663589e+03	-4.7524510903e+03	0.0000000000e+00	9.3339710324e+02	-5.9351088511e+00	-7.9617280639e+02	-1.3128918800e+02
2.2387211386e-07	2.0891129946e+04	-1.5786017978e+04	3.5995803705e+03	-4.7524034773e+03	0.0000000000e+00	9.2958847610e+02	-5.8193792719e+00	-8.0011461675e+02	-1.2365448008e+02
2.2908676528e-07	2.0887135310e+04	-1.5782460847e+04	3.5961266772e+03	-4.7523545188e+03	0.0000000000e+00	9.2591047969e+02	-5.7044674413e+00	-8.0390789733e+02	-1.1629811492e+02
2.3442288153e-07	2.0883287064e+04	-1.5779036599e+04	3.5928051891e+03	-4.7523041872e+03	0.0000000000e+00	9.2236303396e+02	-5.5904401916e+00	-8.0755272042e+02	-1.0921987336e+02
2.3988329190e-07	2.0879584864e+04	-1.5775744958e+04	3.5896155617e+03	-4.7522524545e+03	0.0000000000e+00	9.1894580273e+02	-5.4773642506e+00	-8.1104944135e+02	-1.0241899713e+02
2.4547089157e-07	2.0876028092e+04	-1.5772585401e+04	3.5865572011e+03	-4.7521992926e+03	0.0000000000e+00	9.1565819880e+02	-5.3653061270e+00	-8.1439869262e+02	-9.5894200051e+01
2.5118864315e-07	2.0872615849e+04	-1.5769557152e+04	3.5836292628e+03	-4.7521446726e+03	0.0000000000e+00	9.1249938288e+02	-5.2543319683e+00	-8.1760138490e+02	-8.9643666004e+01
2.5703957828e-07	2.0869346966e+04	-1.5766659193e+04	3.5808306583e+03	-4.7520885656e+03	0.0000000000e+00	9.0946826954e+02	-5.1445074350e+00	-8.2065870019e+02	-8.3665061920e+01
2.6302679919e-07	2.0866219999e+04	-1.5763890262e+04	3.5781600553e+03	-4.7520309420e+03	0.0000000000e+00	9.0656352764e+02	-5.0358975481e+00	-8.2357209115e+02	-7.7955538940e+01
2.6915348039e-07	2.0863233249e+04	-1.5761248863e+04	3.5756158888e+03	-4.7519717719e+03	0.0000000000e+00	9.0378359120e+02	-4.9285665661e+00	-8.2634326878e+02	-7.2511755854e+01
2.7542287033e-07	2.0860384756e+04	-1.5758733270e+04	3.5731963623e+03	-4.7519110249e+03	0.0000000000e+00	9.0112666007e+02	-4.8225778181e+00	-8.2897420146e+02	-6.7329880788e+01
2.8183829313e-07	2.0857672314e+04	-1.5756341534e+04	3.5708994594e+03	-4.7518486701e+03	0.0000000000e+00	8.9859071173e+02	-4.7179935708e+00	-8.3146710157e+02	-6.2405616593e+01
2.8840315031e-07	2.0855093479e+04	-1.5754071495e+04	3.5687229503e+03	-4.7517846761e+03	0.0000000000e+00	8.9617350768e+02	-4.6148748701e+00	-8.3382441818e+02	-5.7734214631e+01
2.9512092267e-07	2.0852645585e+04	-1.5751920791e+04	3.5666644075e+03	-4.7517190109e+03	0.0000000000e+00	8.9387260846e+02	-4.5132814107e+00	-8.3604882008e+02	-5.3310506972e+01
3.0199517204e-07	2.0850325749e+04	-1.5749886866e+04	3.5647212076e+03	-4.7516516420e+03	0.0000000000e+00	8.9168537582e+02	-4.4132713465e+00	-8.3814319317e+02	-4.9128911306e+01
